pfloor,pid,pname,pperiod,prate
5万,91118321,2018年第32期A款,35,4.50%
5万,91118322,2018年第32期B款,91,4.70%
5万,91118323,2018年第32期C款,168,4.80%
5万,91118324,2018年第32期N款(新客),91,5.28%
5万,91108321,2018年第32期F款(保本),91,4.10%
5万,91108322,2018年第32期H款(保本),184,4.15%
5万,91118325,2018年第32期E款,91,5.20%
0.8万,95138321,“万汇通”外币结构性存款2018年第32期A款,34,2.30%
0.8万,95138322,“万汇通”外币结构性存款2018年第32期B款,92,2.34%
0.8万,95138323,“万汇通”外币结构性存款2018年第32期C款,190,2.70%
0.8万,95138324,“万汇通”外币结构性存款2018年第32期D款,370,2.95%
5万,9111535B,天天万利宝 7D-1,7,4.20%
