产品名称,产品代码,预期年化收益率/业绩基准,起购金额,期限
非凡资产管理翠竹周期开放26W周一高端04款,FSAB260111,0.00%,"200,000.00",182
非凡资产管理翠竹1W理财产品周三尊特款,FSAB12027E,4.15%,"10,000,000.00",7
非凡资产管理瑞赢1M周四03高端款,FSAE17611B,0.00%,"200,000.00",35
非凡资产管理翠竹1W理财产品周三尊享款,FSAB12027D,4.15%,"1,000,000.00",7
非凡资产管理瑞赢3M周四12高端款,FSAE17623B,0.00%,"200,000.00",91
非凡资产管理瑞赢1M周四03普通款,FSAE17611A,0.00%,"50,000.00",35
非凡资产管理瑞赢1M周四04普通款,FSAE17627A,0.00%,"50,000.00",35
非凡资产管理翠竹周期开放26W周一普通14款,FSAB260140,0.00%,"50,000.00",182
非凡资产管理瑞赢1M周四05高端款,FSAE17615B,0.00%,"200,000.00",35
非凡资产管理瑞赢1M周四04高端款,FSAE17627B,0.00%,"200,000.00",35
非凡资产管理瑞赢1M周四05普通款,FSAE17615A,0.00%,"50,000.00",35
博赢挂钩WTI原油（双向）-非凡资产管理理财18142普通款,FSLA18142A,0.00%,"50,000.00",123
非凡资产管理翠竹26W理财产品周二尊享01款,FSAB26001C,0.00%,"1,000,000.00",182
非凡资产管理翠竹26W理财产品周二普通01款,FSAB26001A,0.00%,"50,000.00",182
非凡资产管理翠竹26W理财产品周二高端01款,FSAB26001B,0.00%,"200,000.00",182
非凡资产管理翠竹周期开放9W周五尊享01款,FSAB090503,0.00%,"1,000,000.00",63
非凡资产管理翠竹26W理财产品周五普通19款,FSAB26038A,0.00%,"50,000.00",182
非凡资产管理翠竹周期开放9W周五高端01款,FSAB090502,0.00%,"200,000.00",63
非凡资产管理翠竹26W理财产品周五高端19款,FSAB26038B,0.00%,"200,000.00",182
非凡资产管理翠竹周期开放9W周五普通01款,FSAB090501,0.00%,"50,000.00",63
非凡资产管理翠竹周期开放26W周一尊享15款,FSAB260145,0.00%,"1,000,000.00",182
非凡资产管理翠竹周期开放26W周一普通16款,FSAB260146,0.00%,"50,000.00",182
非凡资产管理翠竹周期开放26W周一普通15款,FSAB260143,0.00%,"50,000.00",182
非凡资产管理瑞赢3M周四04高端款,FSAE17614B,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放26W周一高端15款,FSAB260144,0.00%,"200,000.00",182
非凡资产管理翠竹周期开放26W周一高端14款,FSAB260141,0.00%,"200,000.00",182
非凡资产管理翠竹周期开放26W周一尊享14款,FSAB260142,0.00%,"1,000,000.00",182
非凡资产管理瑞赢3M周四04普通款,FSAE17614A,0.00%,"50,000.00",91
非凡资产管理瑞赢3M周四02高端款,FSAE17626B,0.00%,"200,000.00",91
非凡资产管理瑞赢3M周四02普通款,FSAE17626A,0.00%,"50,000.00",91
博赢挂钩WTI原油（双向）-非凡资产管理理财18142直销银行款,FSLA18142Z,0.00%,"50,000.00",123
非凡资产管理翠竹26W理财产品周五尊享18款,FSAB26036C,0.00%,"1,000,000.00",182
非凡资产管理翠竹26W理财产品周五普通18款,FSAB26036A,0.00%,"50,000.00",182
非凡资产管理翠竹26W理财产品周五高端18款,FSAB26036B,0.00%,"200,000.00",182
非凡资产管理翠竹周期开放26W周一高端13款,FSAB260138,0.00%,"200,000.00",182
非凡资产管理翠竹周期开放26W周一尊享13款,FSAB260139,0.00%,"1,000,000.00",182
非凡资产管理翠竹周期开放26W周一尊享12款,FSAB260136,0.00%,"1,000,000.00",182
非凡资产管理翠竹周期开放26W周一普通13款,FSAB260137,0.00%,"50,000.00",182
非凡资产管理翠竹周期开放26W周一普通12款,FSAB260134,0.00%,"50,000.00",182
非凡资产管理翠竹周期开放26W周一高端12款,FSAB260135,0.00%,"200,000.00",182
非凡资产管理翠竹周期开放26W周一高端11款,FSAB260132,0.00%,"200,000.00",182
非凡资产管理瑞赢3M周四01高端款,FSAE17625B,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放26W周一尊享11款,FSAB260133,0.00%,"1,000,000.00",182
非凡资产管理翠竹周期开放26W周一尊享10款,FSAB260130,0.00%,"1,000,000.00",182
非凡资产管理翠竹周期开放26W周一普通11款,FSAB260131,0.00%,"50,000.00",182
非凡资产管理瑞赢3M周四06高端款,FSAE17617B,0.00%,"200,000.00",91
非凡资产管理瑞赢3M周四06普通款,FSAE17617A,0.00%,"50,000.00",91
博赢挂钩上海金（看涨）-非凡资产管理理财18140普通款,FSLA18140A,0.00%,"50,000.00",186
稳赢系列挂钩利率结构性存款产品18419号(美元),FSCA18419A,2.90%,"8,000.00",187
博赢挂钩上证50ETF（看涨）-非凡资产管理理财18176普通款,FSLA18176A,0.00%,"50,000.00",277
博赢挂钩中证500（看涨）-非凡资产管理理财18164普通款,FSLA18164A,0.00%,"50,000.00",123
非凡资产管理翠竹26W理财产品周二尊享02款,FSAB26003C,0.00%,"1,000,000.00",182
非凡资产管理翠竹26W理财产品周二普通02款,FSAB26003A,0.00%,"50,000.00",182
非凡资产管理翠竹26W理财产品周二高端02款,FSAB26003B,0.00%,"200,000.00",182
非凡资产管理翠竹26W理财产品周五普通02款,FSAB26004A,0.00%,"50,000.00",182
非凡资产管理瑞赢3M周四05普通款,FSAE17616A,0.00%,"50,000.00",91
博赢挂钩上海金（看跌）-非凡资产管理理财18141普通款,FSLA18141A,0.00%,"50,000.00",186
非凡资产管理瑞赢3M周四05高端款,FSAE17616B,0.00%,"200,000.00",91
博赢挂钩上证50ETF（看跌）-非凡资产管理理财18177普通款,FSLA18177A,0.00%,"50,000.00",277
博赢挂钩中证500（看跌）-非凡资产管理理财18165普通款,FSLA18165A,0.00%,"50,000.00",123
稳赢系列挂钩利率结构性存款产品18418号(美元),FSCA18418A,2.65%,"8,000.00",94
非凡资产管理翠竹26W理财产品周五高端01款,FSAB26002B,0.00%,"200,000.00",182
非凡资产管理翠竹26W理财产品周五尊享01款,FSAB26002C,0.00%,"1,000,000.00",182
非凡资产管理翠竹26W理财产品周五尊享19款,FSAB26038C,0.00%,"1,000,000.00",182
非凡资产管理翠竹26W理财产品周五普通01款,FSAB26002A,0.00%,"50,000.00",182
非凡资产管理翠竹9W理财产品周一高端01款,FSAB09001B,0.00%,"200,000.00",63
非凡资产管理翠竹9W理财产品周一尊享07款,FSAB09013C,0.00%,"1,000,000.00",63
非凡资产管理翠竹9W理财产品周一尊享01款,FSAB09001C,0.00%,"1,000,000.00",63
非凡资产管理翠竹9W理财产品周一高端07款,FSAB09013B,0.00%,"200,000.00",63
非凡资产管理翠竹9W理财产品周一普通07款,FSAB09013A,0.00%,"50,000.00",63
稳赢系列挂钩利率结构性存款产品18118号,FSCA18118A,4.20%,"50,000.00",94
非凡资产管理翠竹9W理财产品周一普通01款,FSAB09001A,0.00%,"50,000.00",63
非凡资产管理翠竹26W理财产品周二尊享03款,FSAB26005C,0.00%,"1,000,000.00",182
非凡资产管理翠竹26W理财产品周五高端03款,FSAB26006B,0.00%,"200,000.00",182
非凡资产管理翠竹26W理财产品周五尊享03款,FSAB26006C,0.00%,"1,000,000.00",182
稳赢系列挂钩利率结构性存款产品18420号(美元),FSCA18420A,3.15%,"8,000.00",360
非凡资产管理翠竹26W理财产品周五普通03款,FSAB26006A,0.00%,"50,000.00",182
聚赢黄金-挂钩黄金（双向鲨鱼鳍）结构性存款产品18674号,FSCA18674A,0.00%,"100,000.00",91
非凡资产管理翠竹9W理财产品周四尊享06款,FSAB09012C,0.00%,"1,000,000.00",63
非凡资产管理翠竹9W理财产品周四高端06款,FSAB09012B,0.00%,"200,000.00",63
非凡资产管理翠竹9W理财产品周四普通06款,FSAB09012A,0.00%,"50,000.00",63
稳赢系列挂钩利率结构性存款产品18117号,FSCA18117A,3.85%,"50,000.00",39
非凡资产管理翠竹26W理财产品周五高端02款,FSAB26004B,0.00%,"200,000.00",182
非凡资产管理翠竹26W理财产品周五尊享02款,FSAB26004C,0.00%,"1,000,000.00",182
非凡资产管理翠竹26W理财产品周二普通03款,FSAB26005A,0.00%,"50,000.00",182
非凡资产管理翠竹26W理财产品周二高端03款,FSAB26005B,0.00%,"200,000.00",182
聚赢黄金-挂钩黄金结构性存款18685号（美元）,FSCA18685A,0.00%,"10,000.00",182
聚赢黄金-挂钩黄金（区间计息）结构性存款产品18673号,FSCA18673A,0.00%,"100,000.00",31
非凡资产管理天溢金普通款,FSAC14168A,3.90%,"50,000.00",1
非凡资产管理天溢金高端款,FSAC14168B,3.90%,"200,000.00",1
非凡资产管理翠竹9W理财产品周一尊享06款,FSAB09011C,0.00%,"1,000,000.00",63
非凡资产管理翠竹9W理财产品周一高端06款,FSAB09011B,0.00%,"200,000.00",63
非凡资产管理翠竹9W理财产品周一普通06款,FSAB09011A,0.00%,"50,000.00",63
非凡资产管理天溢金（电子银行）款,FSAC14168N,3.90%,"100,000.00",1
非凡资产管理翠竹26W理财产品周五高端04款,FSAB26008B,0.00%,"200,000.00",182
非凡资产管理翠竹26W理财产品周五尊享04款,FSAB26008C,0.00%,"1,000,000.00",182
非凡资产管理翠竹26W理财产品周五普通04款,FSAB26008A,0.00%,"50,000.00",182
非凡资产管理翠竹9W理财产品周四尊享05款,FSAB09010C,4.85%,"1,000,000.00",63
非凡资产管理翠竹9W理财产品周四高端05款,FSAB09010B,4.80%,"200,000.00",63
非凡资产管理翠竹9W理财产品周四普通05款,FSAB09010A,4.75%,"50,000.00",63
非凡资产管理翠竹26W理财产品周二尊享04款,FSAB26007C,0.00%,"1,000,000.00",182
非凡资产管理翠竹26W理财产品周二普通04款,FSAB26007A,0.00%,"50,000.00",182
非凡资产管理翠竹26W理财产品周二高端04款,FSAB26007B,0.00%,"200,000.00",182
非凡资产管理翠竹周期开放9W周二普通07款,FSAB090219,0.00%,"50,000.00",63
非凡资产管理翠竹周期开放9W周二尊享06款,FSAB090218,0.00%,"1,000,000.00",63
非凡资产管理翠竹周期开放9W周二尊享09款,FSAB090227,0.00%,"1,000,000.00",63
非凡资产管理翠竹周期开放9W周二高端09款,FSAB090226,0.00%,"200,000.00",63
非凡资产管理翠竹周期开放9W周二普通09款,FSAB090225,0.00%,"50,000.00",63
非凡资产管理翠竹周期开放9W周二尊享08款,FSAB090224,0.00%,"1,000,000.00",63
非凡资产管理翠竹周期开放9W周二高端08款,FSAB090223,0.00%,"200,000.00",63
非凡资产管理翠竹周期开放9W周二普通08款,FSAB090222,0.00%,"50,000.00",63
非凡资产管理翠竹周期开放9W周二尊享07款,FSAB090221,0.00%,"1,000,000.00",63
非凡资产管理翠竹周期开放9W周二高端07款,FSAB090220,0.00%,"200,000.00",63
非凡资产管理翠竹周期开放9W周二尊享03款,FSAB090209,0.00%,"1,000,000.00",63
非凡资产管理翠竹周期开放9W周二高端03款,FSAB090208,0.00%,"200,000.00",63
非凡资产管理翠竹周期开放9W周二普通03款,FSAB090207,0.00%,"50,000.00",63
非凡资产管理翠竹周期开放9W周二高端06款,FSAB090217,0.00%,"200,000.00",63
非凡资产管理翠竹周期开放9W周二普通06款,FSAB090216,0.00%,"50,000.00",63
非凡资产管理翠竹周期开放9W周二尊享05款,FSAB090215,0.00%,"1,000,000.00",63
非凡资产管理翠竹周期开放9W周二高端05款,FSAB090214,0.00%,"200,000.00",63
非凡资产管理翠竹周期开放9W周二普通05款,FSAB090213,0.00%,"50,000.00",63
非凡资产管理翠竹周期开放9W周二尊享04款,FSAB090212,0.00%,"1,000,000.00",63
非凡资产管理翠竹周期开放9W周二高端04款,FSAB090211,0.00%,"200,000.00",63
非凡资产管理翠竹周期开放9W周二普通04款,FSAB090210,0.00%,"50,000.00",63
非凡资产管理五月增利第351期（直销特供）新客户专属款,FSAA1859JG,5.25%,"50,000.00",153
非凡资产管理翠竹周期开放9W周二尊享02款,FSAB090206,0.00%,"1,000,000.00",63
非凡资产管理翠竹周期开放9W周二高端02款,FSAB090205,0.00%,"200,000.00",63
非凡资产管理翠竹周期开放9W周二普通02款,FSAB090204,0.00%,"50,000.00",63
非凡资产管理翠竹周期开放9W周二尊享01款,FSAB090203,0.00%,"1,000,000.00",63
非凡资产管理翠竹周期开放9W周二高端01款,FSAB090202,0.00%,"200,000.00",63
非凡资产管理翠竹周期开放9W周二普通01款,FSAB090201,0.00%,"50,000.00",63
非凡资产管理瑞赢3M周四09高端款,FSAE17620B,0.00%,"200,000.00",91
非凡资产管理瑞赢3M周四09普通款,FSAE17620A,0.00%,"50,000.00",91
非凡资产管理五月增利第351期（新喜5M）款,FSAA1859JA,5.25%,"50,000.00",153
稳赢系列挂钩利率结构性存款产品18119号,FSCA18119A,4.30%,"50,000.00",187
非凡资产管理翠竹周期开放5W周四普通03款,FSAB050407,0.00%,"50,000.00",35
非凡资产管理翠竹13W理财产品周一尊享11款,FSAB13921C,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放5W周四高端03款,FSAB050408,0.00%,"200,000.00",35
非凡资产管理翠竹13W理财产品周一高端11款,FSAB13921B,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放5W周四高端02款,FSAB050405,0.00%,"200,000.00",35
非凡资产管理翠竹13W理财产品周一普通11款,FSAB13921A,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放5W周四尊享02款,FSAB050406,0.00%,"1,000,000.00",35
非凡资产管理翠竹周期开放5W周四尊享01款,FSAB050403,0.00%,"1,000,000.00",35
非凡资产管理翠竹周期开放5W周四普通02款,FSAB050404,0.00%,"50,000.00",35
非凡资产管理翠竹周期开放5W周四普通01款,FSAB050401,0.00%,"50,000.00",35
非凡资产管理翠竹9W理财产品周一高端05款,FSAB09009B,0.00%,"200,000.00",63
非凡资产管理翠竹周期开放5W周四高端01款,FSAB050402,0.00%,"200,000.00",35
非凡资产管理翠竹9W理财产品周一尊享05款,FSAB09009C,0.00%,"1,000,000.00",63
非凡资产管理慧赢添利固收类12W07款,FSAE03007A,0.00%,"50,000.00",84
非凡资产管理翠竹周期开放13W周五高端10款,FSAB130529,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周五普通10款,FSAB130528,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放13W周五尊享09款,FSAB130527,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周五高端09款,FSAB130526,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周五普通09款,FSAB130525,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放13W周五尊享08款,FSAB130524,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周五高端08款,FSAB130523,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周五普通08款,FSAB130522,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放13W周五尊享07款,FSAB130521,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周五高端07款,FSAB130520,0.00%,"200,000.00",91
非凡资产管理季增利第351期（新喜3M）款,FSAA1859CA,5.25%,"50,000.00",95
非凡资产管理翠竹13W理财产品周四尊享05款,FSAB13910C,0.00%,"1,000,000.00",91
非凡资产管理翠竹13W理财产品周四高端05款,FSAB13910B,0.00%,"200,000.00",91
非凡资产管理翠竹13W理财产品周四尊享11款,FSAB13922C,0.00%,"1,000,000.00",91
非凡资产管理翠竹13W理财产品周四普通05款,FSAB13910A,0.00%,"50,000.00",91
非凡资产管理翠竹13W理财产品周四高端11款,FSAB13922B,0.00%,"200,000.00",91
非凡资产管理翠竹13W理财产品周四普通11款,FSAB13922A,0.00%,"50,000.00",91
非凡资产管理翠竹9W理财产品周四尊享04款,FSAB09008C,0.00%,"1,000,000.00",63
非凡资产管理季增利第351期（直销特供）新客户专属款,FSAA1859CG,5.25%,"50,000.00",95
非凡资产管理翠竹9W理财产品周四普通04款,FSAB09008A,0.00%,"50,000.00",63
非凡资产管理翠竹9W理财产品周四高端04款,FSAB09008B,0.00%,"200,000.00",63
非凡资产管理慧赢添利固收类12W08款,FSAE03008A,0.00%,"50,000.00",84
非凡资产管理翠竹9W理财产品周一普通05款,FSAB09009A,0.00%,"50,000.00",63
非凡资产管理翠竹周期开放13W周五尊享13款,FSAB130539,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周五高端13款,FSAB130538,0.00%,"200,000.00",91
稳赢系列挂钩利率结构性存款产品18120号,FSCA18120A,4.40%,"50,000.00",360
非凡资产管理翠竹周期开放13W周五普通13款,FSAB130537,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放13W周五尊享12款,FSAB130536,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周五高端12款,FSAB130535,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周五普通12款,FSAB130534,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放13W周五尊享11款,FSAB130533,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周五高端11款,FSAB130532,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周五普通11款,FSAB130531,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放13W周五尊享10款,FSAB130530,0.00%,"1,000,000.00",91
聚赢股票-挂钩沪深300指数（看涨）91天定期开放型结构性存款产品09款,FSCB18010A,0.00%,"100,000.00",91
非凡资产管理翠竹9W理财产品周一高端04款,FSAB09007B,0.00%,"200,000.00",63
非凡资产管理慧赢添利固收类12W04款,FSAE03004A,0.00%,"50,000.00",84
非凡资产管理翠竹9W理财产品周一尊享04款,FSAB09007C,0.00%,"1,000,000.00",63
非凡资产管理翠竹9W理财产品周一普通04款,FSAB09007A,0.00%,"50,000.00",63
非凡资产管理翠竹周期开放13W周五尊享03款,FSAB130509,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周五高端03款,FSAB130508,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周五普通03款,FSAB130507,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放13W周五尊享02款,FSAB130506,0.00%,"1,000,000.00",91
非凡资产管理智赢4号,FSAE136004,0.00%,"50,000.00",30
非凡资产管理翠竹周期开放13W周五高端02款,FSAB130505,0.00%,"200,000.00",91
非凡资产管理智赢5号,FSAE136005,0.00%,"50,000.00",60
非凡资产管理翠竹周期开放13W周五普通02款,FSAB130504,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放13W周五尊享01款,FSAB130503,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周五高端01款,FSAB130502,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周五普通01款,FSAB130501,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放5W周四普通04款,FSAB050410,0.00%,"50,000.00",35
非凡资产管理翠竹周期开放5W周四高端04款,FSAB050411,0.00%,"200,000.00",35
非凡资产管理翠竹13W理财产品周四高端10款,FSAB13920B,0.00%,"200,000.00",91
非凡资产管理翠竹13W理财产品周四普通10款,FSAB13920A,0.00%,"50,000.00",91
非凡资产管理翠竹9W理财产品周四尊享03款,FSAB09006C,0.00%,"1,000,000.00",63
非凡资产管理翠竹周期开放5W周四高端05款,FSAB050414,0.00%,"200,000.00",35
非凡资产管理翠竹9W理财产品周四尊享09款,FSAB09018C,0.00%,"1,000,000.00",63
非凡资产管理翠竹9W理财产品周四普通03款,FSAB09006A,0.00%,"50,000.00",63
非凡资产管理翠竹周期开放5W周四尊享05款,FSAB050415,0.00%,"1,000,000.00",35
非凡资产管理翠竹9W理财产品周四高端03款,FSAB09006B,0.00%,"200,000.00",63
非凡资产管理翠竹9W理财产品周四高端09款,FSAB09018B,0.00%,"200,000.00",63
非凡资产管理慧赢添利固收类12W05款,FSAE03005A,0.00%,"50,000.00",84
非凡资产管理翠竹周期开放5W周四尊享04款,FSAB050412,0.00%,"1,000,000.00",35
非凡资产管理翠竹9W理财产品周四普通09款,FSAB09018A,0.00%,"50,000.00",63
非凡资产管理翠竹周期开放5W周四普通05款,FSAB050413,0.00%,"50,000.00",35
非凡资产管理翠竹13W理财产品周四尊享10款,FSAB13920C,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周五普通07款,FSAB130519,0.00%,"50,000.00",91
非凡资产管理慧赢添利固收类12W06款,FSAE03006A,0.00%,"50,000.00",84
非凡资产管理翠竹周期开放13W周五尊享06款,FSAB130518,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周五高端06款,FSAB130517,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周五普通06款,FSAB130516,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放5W周四尊享03款,FSAB050409,0.00%,"1,000,000.00",35
非凡资产管理翠竹周期开放13W周五尊享05款,FSAB130515,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周五高端05款,FSAB130514,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周五普通05款,FSAB130513,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放13W周五尊享04款,FSAB130512,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周五高端04款,FSAB130511,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周五普通04款,FSAB130510,0.00%,"50,000.00",91
非凡资产管理翠竹13W理财产品周一高端07款,FSAB13913B,0.00%,"200,000.00",91
非凡资产管理翠竹13W理财产品周一尊享13款,FSAB13925C,0.00%,"1,000,000.00",91
非凡资产管理翠竹13W理财产品周一普通01款,FSAB13901A,0.00%,"50,000.00",91
非凡资产管理翠竹13W理财产品周一普通07款,FSAB13913A,0.00%,"50,000.00",91
非凡资产管理翠竹13W理财产品周一高端13款,FSAB13925B,0.00%,"200,000.00",91
非凡资产管理翠竹13W理财产品周一普通13款,FSAB13925A,0.00%,"50,000.00",91
非凡资产管理翠竹9W理财产品周一高端03款,FSAB09005B,0.00%,"200,000.00",63
非凡资产管理翠竹13W理财产品周一尊享01款,FSAB13901C,0.00%,"1,000,000.00",91
非凡资产管理翠竹9W理财产品周一尊享03款,FSAB09005C,0.00%,"1,000,000.00",63
非凡资产管理翠竹9W理财产品周一尊享09款,FSAB09017C,0.00%,"1,000,000.00",63
非凡资产管理翠竹13W理财产品周一尊享07款,FSAB13913C,0.00%,"1,000,000.00",91
非凡资产管理翠竹13W理财产品周一高端01款,FSAB13901B,0.00%,"200,000.00",91
非凡资产管理翠竹9W理财产品周一高端09款,FSAB09017B,0.00%,"200,000.00",63
非凡资产管理翠竹9W理财产品周一普通09款,FSAB09017A,0.00%,"50,000.00",63
非凡资产管理翠竹9W理财产品周一普通03款,FSAB09005A,0.00%,"50,000.00",63
非凡资产管理慧赢添利固收类4W01款,FSAE01001A,0.00%,"50,000.00",28
非凡资产管理翠竹周期开放13W周二尊享03款,FSAB130209,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周二高端03款,FSAB130208,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周二普通03款,FSAB130207,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放13W周二尊享02款,FSAB130206,0.00%,"1,000,000.00",91
中国民生银行新私银财富宝丰盛系列-北京银行股票收益权融资项目4期,FSAE918007,0.00%,"2,000,000.00",184
非凡资产管理翠竹周期开放13W周二高端02款,FSAB130205,0.00%,"200,000.00",91
中国民生银行新私银财富宝丰盛系列-北京银行股票收益权融资项目5期,FSAE918008,0.00%,"2,000,000.00",346
非凡资产管理翠竹周期开放13W周二普通02款,FSAB130204,0.00%,"50,000.00",91
聚赢股票-挂钩沪深300指数（看跌）91天定期开放型结构性存款产品12款,FSCB18013A,0.00%,"100,000.00",91
非凡资产管理翠竹周期开放13W周二尊享01款,FSAB130203,0.00%,"1,000,000.00",91
聚赢系列挂钩利率7天定期开放型结构性存款产品,FSCB18001A,3.75%,"50,000.00",7
非凡资产管理翠竹周期开放13W周二高端01款,FSAB130202,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周二普通01款,FSAB130201,0.00%,"50,000.00",91
非凡资产管理翠竹13W理财产品周四尊享07款,FSAB13914C,0.00%,"1,000,000.00",91
非凡资产管理翠竹13W理财产品周四高端01款,FSAB13902B,0.00%,"200,000.00",91
非凡资产管理翠竹2W理财产品周二普通02款,FSAB12040A,0.00%,"50,000.00",14
非凡资产管理翠竹13W理财产品周四高端07款,FSAB13914B,0.00%,"200,000.00",91
非凡资产管理翠竹13W理财产品周四尊享13款,FSAB13926C,0.00%,"1,000,000.00",91
非凡资产管理翠竹13W理财产品周四普通01款,FSAB13902A,0.00%,"50,000.00",91
非凡资产管理翠竹13W理财产品周四普通07款,FSAB13914A,0.00%,"50,000.00",91
非凡资产管理翠竹13W理财产品周四高端13款,FSAB13926B,0.00%,"200,000.00",91
非凡资产管理翠竹13W理财产品周四普通13款,FSAB13926A,0.00%,"50,000.00",91
非凡资产管理翠竹9W理财产品周四尊享02款,FSAB09004C,0.00%,"1,000,000.00",63
非凡资产管理翠竹9W理财产品周四尊享08款,FSAB09016C,0.00%,"1,000,000.00",63
非凡资产管理翠竹9W理财产品周四普通02款,FSAB09004A,0.00%,"50,000.00",63
非凡资产管理翠竹9W理财产品周四高端08款,FSAB09016B,0.00%,"200,000.00",63
非凡资产管理翠竹9W理财产品周四高端02款,FSAB09004B,0.00%,"200,000.00",63
非凡资产管理翠竹13W理财产品周四尊享01款,FSAB13902C,0.00%,"1,000,000.00",91
非凡资产管理翠竹9W理财产品周四普通08款,FSAB09016A,0.00%,"50,000.00",63
非凡资产管理翠竹周期开放13W周二普通07款,FSAB130219,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放13W周二尊享06款,FSAB130218,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周二高端06款,FSAB130217,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周二普通06款,FSAB130216,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放13W周二尊享05款,FSAB130215,0.00%,"1,000,000.00",91
聚赢股票-挂钩沪深300指数（看涨）91天定期开放型结构性存款产品13款,FSCB18014A,0.00%,"100,000.00",91
聚赢系列挂钩利率7天定期开放型结构性存款产品（美元）,FSCB18002A,2.00%,"8,000.00",7
非凡资产管理翠竹周期开放13W周二高端05款,FSAB130214,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周二普通05款,FSAB130213,0.00%,"50,000.00",91
非凡资产管理翠竹周期开放13W周二尊享04款,FSAB130212,0.00%,"1,000,000.00",91
非凡资产管理翠竹周期开放13W周二高端04款,FSAB130211,0.00%,"200,000.00",91
非凡资产管理翠竹周期开放13W周二普通04款,FSAB130210,0.00%,"50,000.00",91
非凡资产管理翠竹13W理财产品周一普通12款,FSAB13923A,0.00%,"50,000.00",91
非凡资产管理翠竹9W理财产品周一高端02款,FSAB09003B,0.00%,"200,000.00",63
非凡资产管理翠竹9W理财产品周一尊享08款,FSAB09015C,0.00%,"1,000,000.00",63
非凡资产管理翠竹13W理财产品周一尊享06款,FSAB13911C,0.00%,"1,000,000.00",91
非凡资产管理翠竹9W理财产品周一尊享02款,FSAB09003C,0.00%,"1,000,000.00",63
非凡资产管理翠竹9W理财产品周一高端08款,FSAB09015B,0.00%,"200,000.00",63
非凡资产管理翠竹13W理财产品周一高端06款,FSAB13911B,0.00%,"200,000.00",91
非凡资产管理翠竹13W理财产品周一尊享12款,FSAB13923C,0.00%,"1,000,000.00",91
非凡资产管理翠竹9W理财产品周一普通02款,FSAB09003A,0.00%,"50,000.00",63
非凡资产管理翠竹9W理财产品周一普通08款,FSAB09015A,0.00%,"50,000.00",63
非凡资产管理翠竹13W理财产品周一普通06款,FSAB13911A,0.00%,"50,000.00",91
非凡资产管理翠竹13W理财产品周一高端12款,FSAB13923B,0.00%,"200,000.00",91
非凡资产管理慧赢添利固收类4W04款,FSAE01004A,0.00%,"50,000.00",28
非凡资产管理慧赢添利固收类4W03款,FSAE01003A,0.00%,"50,000.00",28
非凡资产管理慧赢添利固收类12W09款,FSAE03009A,0.00%,"50,000.00",84
