pfloor,pid,pname,pperiod,prate
5万,91118341,2018年第34期A款,42,4.45%
5万,91118344,2018年第34期N款(新客),91,5.20%
5万,91108341,2018年第34期F款(保本),91,4.05%
5万,91108342,2018年第33期H款(保本),184,4.10%
0.8万,95138341,“万汇通”外币结构性存款2018年第34期A款,30,2.30%
0.8万,95138342,“万汇通”外币结构性存款2018年第34期B款,92,2.34%
0.8万,95138343,“万汇通”外币结构性存款2018年第34期C款,182,2.70%
0.8万,95138344,“万汇通”外币结构性存款2018年第34期D款,370,2.95%
5万,9111535B,天天万利宝 7D-1,7,4.20%
